,Address,NoOfBedrooms,NoOfBathrooms,AreaSqYards
4182,"Shaz Residency, Gulshan-e-Iqbal Town",2.0,2.0,128
15675,"Emaar The Views, DHA Phase 8",1.0,2.0,161
12905,other,3.0,4.0,196
6931,"DHA Phase 4, DHA Defence",2.0,2.0,100
12927,"Bahria Town - Precinct 31, Bahria Town Karachi",3.0,3.0,235
13525,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3.0,3.0,200
11575,"Model Colony - Malir, Malir",4.0,4.0,120
10231,other,4.0,4.0,267
8970,"Bahria Apartments, Bahria Town Karachi",4.0,4.0,328
5554,"Hill Park, Karachi",4.0,4.0,250
10957,"Civil Lines, Karachi",3.0,3.0,200
17033,"Askari 5, Malir Cantonment",3.0,3.0,249
718,"DHA Phase 6, DHA Defence",4.0,4.0,300
13966,"Muslim Commercial Area, DHA Phase 6",2.0,2.0,50
14005,"Bahria Apartments, Bahria Town Karachi",2.0,2.0,106
9682,"Falcon Complex New Malir, Malir",5.0,5.0,500
9954,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3.0,3.0,200
3676,"North Town Residency, Surjani Town",2.0,2.0,120
18249,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",3.0,3.0,280
8459,"Falcon Complex New Malir, Malir",4.0,4.0,350
4349,"KDA Officers Society, Gulshan-e-Iqbal Town",4.0,5.0,245
16596,"DHA Phase 6, DHA Defence",6.0,6.0,500
1864,"Clifton - Block 8, Clifton",3.0,3.0,200
16408,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",2.0,2.0,150
17504,"Askari 5 - Sector J, Askari 5",5.0,6.0,375
13657,"Civil Lines, Karachi",2.0,2.0,122
16504,"Emaar Panorama, DHA Phase 8",2.0,3.0,206
5335,"Naya Nazimabad - Block B, Naya Nazimabad",4.0,4.0,120
13985,"Gulistan-e-Jauhar - Block 11, Gulistan-e-Jauhar",3.0,3.0,161
10976,"HMR Waterfront, DHA Phase 8",1.0,2.0,132
3086,"Navy Housing Scheme Karsaz, Karachi",5.0,6.0,467
14348,"Tulip Tower, Saadi Road",4.0,6.0,400
2050,"PECHS Block 2, PECHS",4.0,4.0,200
1191,"Quetta Town - Sector 18-A, Scheme 33 - Sector 18-A",2.0,2.0,100
15409,"DHA Phase 7, DHA Defence",2.0,2.0,106
12904,other,2.0,2.0,152
11204,other,2.0,2.0,122
14892,"DHA Phase 6, DHA Defence",8.0,6.0,500
2007,"Askari 5, Malir Cantonment",4.0,4.0,266
97,"DHA Phase 8, DHA Defence",4.0,4.0,120
5571,"Diamond Tower & Shopping Mall, Gulshan-e-Maymar - Sector W",2.0,2.0,122
977,"Gulshan-e-Iqbal Town, Karachi",8.0,8.0,418
2334,"Falcon Complex New Malir, Malir",4.0,4.0,350
11398,"Sehar Commercial Area, DHA Phase 7",3.0,3.0,122
9428,"Bahria Paradise, Bahria Town Karachi",5.0,5.0,500
11642,"Clifton - Block 2, Clifton",3.0,4.0,233
1293,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3.0,3.0,200
11661,other,2.0,2.0,139
5455,other,5.0,5.0,500
1544,"Bahria Town - Jinnah Avenue, Bahria Town Karachi",3.0,3.0,217
15543,"Gulistan-e-Jauhar - Block 1, Gulistan-e-Jauhar",3.0,3.0,153
2521,"Navy Housing Scheme Karsaz - Phase 1, Navy Housing Scheme Karsaz",5.0,6.0,350
11986,"Bahria Town - Precinct 2, Bahria Town Karachi",3.0,3.0,265
2416,"Askari 5 - Sector H, Askari 5",5.0,5.0,427
2993,"Bahria Town Karachi, Karachi",3.0,3.0,45
220,other,3.0,3.0,156
5884,"Garden West, Karachi",3.0,3.0,161
7558,other,2.0,3.0,133
5341,"PECHS Block 2, PECHS",3.0,3.0,222
4168,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",3.0,3.0,130
1094,"Bahria Town - Precinct 2, Bahria Town Karachi",3.0,3.0,200
9267,"Bahria Town Karachi, Karachi",2.0,2.0,156
13222,"Askari 5, Malir Cantonment",3.0,3.0,267
17028,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6.0,6.0,240
1434,"Emaar Pearl Towers, Emaar Crescent Bay",2.0,2.0,182
9327,"Bahria Apartments, Bahria Town Karachi",2.0,2.0,106
3942,"Shaz Residency, Gulshan-e-Iqbal Town",2.0,2.0,83
6610,"Gulshan-e-Maymar - Sector R, Gulshan-e-Maymar",8.0,8.0,240
2484,"DHA Phase 5, DHA Defence",6.0,6.0,500
5774,"Askari 5 - Sector J, Askari 5",4.0,4.0,367
14623,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",3.0,3.0,152
2043,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
14321,"Allahwala Town - Sector 31-G, Allahwala Town",2.0,1.0,50
2508,"Bahria Town - Precinct 35, Bahria Sports City",4.0,4.0,350
1671,"DHA Phase 6, DHA Defence",6.0,6.0,500
8993,"Bahria Town - Precinct 35, Bahria Sports City",4.0,4.0,350
9500,"Bahria Paradise, Bahria Town Karachi",5.0,5.0,500
3510,"DHA Phase 6, DHA Defence",5.0,6.0,500
16609,"DHA Phase 6, DHA Defence",6.0,5.0,500
10180,"Saima Luxury Homes, Karachi",3.0,3.0,120
95,"Clifton - Block 5, Clifton",3.0,3.0,222
5816,"PECHS Block 2, PECHS",3.0,3.0,222
2308,"Bahria Town - Precinct 31, Bahria Town Karachi",3.0,4.0,235
2351,"Falcon Complex New Malir, Malir",5.0,5.0,500
2381,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",3.0,3.0,150
9884,other,4.0,5.0,222
11873,"Amil Colony, Karachi",8.0,6.0,235
7872,"Emaar Panorama, DHA Phase 8",2.0,2.0,189
12548,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
11102,other,3.0,2.0,100
2703,"Bahria Town Karachi, Karachi",5.0,6.0,250
15982,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
16320,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",2.0,2.0,89
1489,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",3.0,3.0,133
1466,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",3.0,3.0,133
18463,"DHA Phase 6, DHA Defence",4.0,5.0,300
14446,"Korangi - Sector 31-G, Korangi",2.0,1.0,50
19143,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",5.0,3.0,122
3029,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
1242,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
8024,"DHA Phase 7 Extension, DHA Defence",4.0,4.0,100
16751,"DHA Phase 2, DHA Defence",4.0,5.0,250
9538,other,9.0,6.0,200
17729,"Clifton - Block 8, Clifton",3.0,3.0,200
14236,"Emaar Reef Towers, Emaar Crescent Bay",3.0,3.0,272
13821,"DHA Phase 8, DHA Defence",3.0,3.0,241
10044,"Bahria Town - Precinct 31, Bahria Town Karachi",3.0,3.0,235
5997,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
18045,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",2.0,2.0,78
12591,"DHA Phase 2, DHA Defence",5.0,6.0,500
10530,"DHA Phase 8, DHA Defence",4.0,4.0,100
17415,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",2.0,2.0,117
4302,"P & T Colony, Karachi",3.0,3.0,139
14176,"Falcon Complex New Malir, Malir",5.0,5.0,500
8701,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
15808,"Falcon Complex New Malir, Malir",5.0,5.0,500
11138,"Bahria Town Karachi, Karachi",5.0,5.0,500
13965,"Bahria Town - Precinct 35, Bahria Sports City",4.0,4.0,350
14565,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3.0,3.0,152
15941,other,3.0,2.0,90
12215,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3.0,3.0,200
9098,"Bahria Town Karachi, Karachi",2.0,2.0,122
5525,"North Nazimabad - Block F, North Nazimabad",3.0,4.0,222
16694,"DHA Phase 7, DHA Defence",6.0,6.0,500
4493,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
309,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
7198,other,1.0,1.0,56
1820,"Bahria Town - Jinnah Avenue, Bahria Town Karachi",2.0,2.0,108
3059,"Askari 5 - Sector J, Askari 5",3.0,4.0,289
5801,"Chapal Courtyard, Karachi",2.0,2.0,106
15113,other,3.0,3.0,120
8657,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
12087,other,3.0,3.0,222
17163,other,3.0,3.0,200
5623,"Diamond Tower & Shopping Mall, Gulshan-e-Maymar - Sector W",2.0,2.0,122
18346,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",3.0,3.0,200
17480,"DHA Phase 6, DHA Defence",2.0,2.0,111
196,"Falcon Complex New Malir, Malir",4.0,4.0,350
3774,"Nazimabad, Karachi",3.0,3.0,216
1806,"Scheme 33, Karachi",3.0,3.0,200
16654,other,3.0,3.0,183
11434,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6.0,6.0,240
8766,other,6.0,6.0,120
1250,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
17353,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",6.0,6.0,400
4153,other,2.0,2.0,83
1624,"Bahria Town - Jinnah Avenue, Bahria Town Karachi",3.0,3.0,217
15162,"Falcon Complex New Malir, Malir",4.0,4.0,350
8090,"Navy Housing Scheme Karsaz, Karachi",5.0,6.0,350
2841,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",6.0,6.0,240
8276,"Bahria Sports City, Bahria Town Karachi",4.0,4.0,350
14711,"Askari 5 - Sector J, Askari 5",5.0,7.0,375
1329,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",7.0,6.0,240
8165,"Emaar Pearl Towers, Emaar Crescent Bay",4.0,6.0,294
10417,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3.0,3.0,125
8007,"Emaar Crescent Bay, DHA Phase 8",3.0,4.0,244
5995,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
5343,"Askari 5, Malir Cantonment",4.0,4.0,333
3953,"DHA Phase 8, DHA Defence",4.0,4.0,100
6138,"De Comforts, Federal B Area - Block 8",3.0,3.0,120
18760,"Gulshan-e-Ghazian, Scheme 33 - Sector 51-A",2.0,2.0,120
3757,"Pilibhit Cooperative Housing Society, Scheme 33 - Sector 18-A",6.0,6.0,240
8505,"Creek Vista, DHA Phase 8",4.0,5.0,406
16949,"Shadman Town - Sector-14/B, Shadman",5.0,6.0,240
13346,"Bahria Town - Precinct 6, Bahria Town Karachi",5.0,5.0,250
14077,"Emaar Crescent Bay, DHA Phase 8",4.0,4.0,292
1298,"Askari 5, Malir Cantonment",4.0,4.0,333
5590,"DHA Phase 8, DHA Defence",5.0,5.0,500
5660,other,3.0,4.0,144
19131,"Emaar Crescent Bay, DHA Phase 8",3.0,4.0,243
1330,"North Nazimabad - Block J, North Nazimabad",2.0,2.0,100
2142,"Bahria Town - Jinnah Avenue, Bahria Town Karachi",2.0,2.0,120
16963,"Bukhari Commercial Area, DHA Phase 6",3.0,4.0,200
461,"Bahria Town - Precinct 35, Bahria Sports City",4.0,4.0,350
18018,"North Karachi - Sector 11B, North Karachi",3.0,3.0,240
7059,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,400
7273,other,5.0,5.0,375
17802,"PECHS Block 2, PECHS",3.0,3.0,200
16816,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
2314,"Bahria Apartments, Bahria Town Karachi",2.0,2.0,106
11955,"DHA Phase 8, DHA Defence",6.0,6.0,500
4180,"Shaz Residency, Gulshan-e-Iqbal Town",2.0,2.0,81
7749,"Bahria Town Karachi, Karachi",2.0,2.0,35
13738,"Askari 5, Malir Cantonment",4.0,4.0,333
8979,"Bahria Town - Precinct 31, Bahria Town Karachi",3.0,3.0,235
12900,"Jinnah Avenue, Karachi",2.0,2.0,152
16769,"DHA Phase 5, DHA Defence",5.0,5.0,500
7543,"Bahria Town - Precinct 27, Bahria Town Karachi",3.0,3.0,235
2511,"DHA Phase 4, DHA Defence",6.0,6.0,300
6428,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",6.0,6.0,450
17041,"North Karachi, Karachi",2.0,2.0,122
14797,other,3.0,3.0,187
11940,other,3.0,3.0,193
9551,"Bahria Town - Precinct 9, Bahria Town Karachi",5.0,5.0,500
1827,"DHA Phase 5, DHA Defence",5.0,6.0,570
9734,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
6248,"Bahria Town - Precinct 35, Bahria Sports City",4.0,4.0,350
18146,"DHA Phase 8 - Zone A, DHA Phase 8",6.0,6.0,500
12794,"Askari 5, Malir Cantonment",3.0,3.0,286
12247,"Bahria Town - Jinnah Avenue, Bahria Town Karachi",2.0,2.0,133
2929,other,5.0,6.0,350
13216,"Emaar The Views, DHA Phase 8",1.0,2.0,161
5275,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
17155,"Clifton - Block 8, Clifton",2.0,2.0,128
6356,"Bahria Town Karachi, Karachi",2.0,1.0,58
4067,other,2.0,2.0,145
12142,"Harmain Royal Residency, Gulshan-e-Iqbal Town",3.0,3.0,150
15431,"Bath Island, Karachi",3.0,3.0,178
9367,"Model Colony - Malir, Malir",4.0,5.0,150
10048,"Bahria Sports City, Bahria Town Karachi",4.0,4.0,350
15110,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",3.0,3.0,178
5712,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",4.0,5.0,267
12071,"Allahwala Town - Sector 31-G, Allahwala Town",2.0,1.0,50
10257,"DHA Phase 7 Extension, DHA Defence",5.0,6.0,150
8618,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
5933,"Saadi Town - Block 3, Saadi Town",8.0,6.0,400
17235,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",5.0,5.0,150
16358,other,3.0,3.0,200
3490,"Jinnah Avenue, Karachi",2.0,2.0,120
15104,"Bath Island, Karachi",3.0,4.0,300
6252,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",2.0,2.0,106
18731,"Clifton - Block 2, Clifton",4.0,4.0,311
767,"Bahria Heights, Bahria Town Karachi",2.0,2.0,122
4698,other,3.0,3.0,300
10219,"Emaar Coral Towers, Emaar Crescent Bay",3.0,4.0,245
11886,"Saima Jinnah Avenue, Malir",2.0,2.0,144
12572,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3.0,3.0,200
2685,"Creek Vista, DHA Phase 8",3.0,4.0,356
6615,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",4.0,4.0,120
11998,"Bahria Town - Precinct 19, Bahria Town Karachi",2.0,3.0,106
12834,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",3.0,3.0,185
189,"Gulshan-e-Maymar - Sector T, Gulshan-e-Maymar",6.0,8.0,240
15507,"DHA Phase 8, DHA Defence",4.0,5.0,289
4735,"Clifton, Karachi",2.0,3.0,133
9759,"Askari 5 - Sector J, Askari 5",3.0,3.0,286
12212,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",3.0,3.0,189
9763,"Askari 5 - Sector J, Askari 5",3.0,3.0,286
13462,"Shaheed Millat Road, Karachi",3.0,3.0,189
17680,"DHA Phase 4, DHA Defence",6.0,6.0,300
5994,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
15851,"Nazimabad 3, Nazimabad",2.0,2.0,139
19122,"Delhi Colony, Karachi",2.0,2.0,75
3584,other,5.0,5.0,500
14591,"Clifton - Block 8, Clifton",4.0,4.0,250
13443,"Malir Cantonment, Cantt",5.0,6.0,375
12250,"Bahria Town Karachi, Karachi",2.0,2.0,185
15850,"DHA Phase 6, DHA Defence",2.0,3.0,106
801,"DHA Phase 6, DHA Defence",6.0,6.0,500
78,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
16025,"Nazimabad 3, Nazimabad",2.0,2.0,117
355,"North Town Residency, Surjani Town",2.0,3.0,100
15661,"Bahria Paradise, Bahria Town Karachi",5.0,5.0,500
12053,"Bahadurabad, Gulshan-e-Iqbal Town",5.0,6.0,267
2555,"Bahria Town - Precinct 35, Bahria Sports City",4.0,4.0,350
11779,"North Nazimabad - Block M, North Nazimabad",2.0,2.0,111
18163,other,2.0,2.0,100
7795,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3.0,3.0,125
16931,"Malir, Karachi",3.0,3.0,120
18665,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,185
11249,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",6.0,7.0,240
2384,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",4.0,4.0,320
4403,"Emaar The Views, DHA Phase 8",3.0,3.0,309
5909,"Bath Island, Karachi",3.0,4.0,222
12749,"North Nazimabad - Block H, North Nazimabad",8.0,6.0,615
18584,"Shamsi Society, Shah Faisal Town",2.0,2.0,100
8572,"Falcon Complex New Malir, Malir",5.0,5.0,500
6879,other,2.0,2.0,122
19253,"Emaar Pearl Towers, Emaar Crescent Bay",2.0,3.0,280
3294,"DHA Phase 6, DHA Defence",6.0,7.0,666
16468,"Clifton - Block 9, Clifton",3.0,3.0,217
13170,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",3.0,3.0,167
17916,"Malir, Karachi",2.0,3.0,108
12208,"Quetta Town - Sector 18-A, Scheme 33 - Sector 18-A",3.0,3.0,150
3366,"Saadi Town - Block 4, Saadi Town",4.0,4.0,120
10035,"Bahria Town - Precinct 31, Bahria Town Karachi",3.0,3.0,235
12036,"Bahria Apartments, Bahria Town Karachi",3.0,3.0,250
17628,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,240
2068,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,240
18455,"University Road, Karachi",5.0,5.0,200
1172,"Bahria Town Karachi, Karachi",4.0,4.0,60
15813,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",8.0,8.0,600
5249,"Askari 5, Malir Cantonment",3.0,3.0,286
15868,"Clifton - Block 2, Clifton",3.0,3.0,156
11871,"Jamshed Road, Karachi",6.0,4.0,244
10630,"Gulshan-e-Iqbal Town, Karachi",4.0,4.0,240
6602,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",4.0,4.0,300
18985,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",4.0,4.0,400
12996,"DHA Phase 6, DHA Defence",4.0,4.0,500
13685,"Allahwala Town - Sector 31-B, Allahwala Town",2.0,2.0,56
11576,"Model Colony - Malir, Malir",4.0,3.0,400
7018,"Model Colony - Malir, Malir",4.0,6.0,131
4042,other,6.0,5.0,80
4742,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",6.0,8.0,400
5100,"Gulshan-e-Maymar - Sector Z, Gulshan-e-Maymar",2.0,2.0,120
14119,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",6.0,6.0,300
19193,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,167
14716,"Askari 5 - Sector J, Askari 5",5.0,7.0,375
17045,"Gohar Green City, Karachi",2.0,2.0,80
14224,"DHA Phase 7, DHA Defence",6.0,6.0,500
2429,"Askari 5 - Sector J, Askari 5",4.0,5.0,333
13671,"Bukhari Commercial Area, DHA Phase 6",2.0,2.0,50
87,other,2.0,2.0,120
14392,"Shaheed Millat Road, Karachi",4.0,4.0,239
19325,"Gulistan-e-Jauhar - Block 3, Gulistan-e-Jauhar",3.0,3.0,300
945,"Bahria Town - Precinct 4, Bahria Town Karachi",6.0,6.0,500
5856,other,2.0,2.0,83
6436,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",3.0,3.0,750
1461,"Emaar Pearl Towers, Emaar Crescent Bay",2.0,3.0,182
14496,"KDA Officers Society, Gulshan-e-Iqbal Town",5.0,6.0,240
3735,"PECHS Block 2, PECHS",5.0,5.0,200
4983,"North Nazimabad - Block I, North Nazimabad",3.0,3.0,170
820,"Saima Arabian Villas, Gadap Town",2.0,2.0,120
12063,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3.0,3.0,152
16014,"DHA Phase 2 Extension, DHA Defence",2.0,2.0,117
1477,"Emaar Reef Towers, Emaar Crescent Bay",2.0,4.0,200
17392,"Gulistan-e-Jauhar - Block 3, Gulistan-e-Jauhar",4.0,4.0,120
13790,"DHA Phase 6, DHA Defence",5.0,6.0,500
8714,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
19047,"Scheme 33, Karachi",2.0,2.0,133
3413,"Bath Island, Karachi",5.0,5.0,275
11368,"Falcon Complex New Malir, Malir",5.0,5.0,500
5643,"Askari 5 - Sector J, Askari 5",3.0,3.0,300
2268,other,6.0,6.0,240
8332,"Clifton - Block 5, Clifton",4.0,4.0,250
12368,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",3.0,3.0,240
3503,"Bahria Town Karachi, Karachi",2.0,2.0,106
18642,other,2.0,2.0,65
5974,"Tauheed Commercial Area, DHA Phase 5",3.0,4.0,133
16304,"DHA Phase 6, DHA Defence",3.0,5.0,500
15252,"DHA Phase 7 Extension, DHA Defence",2.0,2.0,63
11223,"Falcon Complex New Malir, Malir",4.0,5.0,350
8571,"Falcon Complex New Malir, Malir",5.0,5.0,500
337,"DHA Phase 8, DHA Defence",2.0,3.0,206
14395,"Bahria Town - Precinct 12, Bahria Town Karachi",4.0,3.0,125
915,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",8.0,6.0,240
1028,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",2.0,2.0,167
16849,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",2.0,2.0,83
3079,"Askari 5 - Sector J, Askari 5",5.0,5.0,375
1571,"Bahria Town - Jinnah Avenue, Bahria Town Karachi",3.0,3.0,217
18065,"Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar",2.0,2.0,178
2202,"Bahria Heights, Bahria Town Karachi",2.0,2.0,122
5466,other,3.0,2.0,106
4423,other,3.0,3.0,300
4955,"DHA Phase 4, DHA Defence",5.0,5.0,300
12720,"Falcon Complex New Malir, Malir",4.0,4.0,350
14773,"Askari 5 - Sector J, Askari 5",5.0,7.0,375
5844,"Diamond Tower & Shopping Mall, Gulshan-e-Maymar - Sector W",2.0,2.0,80
10235,"Clifton - Block 3, Clifton",2.0,2.0,133
7036,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,240
6655,"Frere Town, Karachi",3.0,4.0,215
15522,"Clifton - Block 4, Clifton",2.0,2.0,111
13528,"Bahria Town - Precinct 6, Bahria Town Karachi",3.0,3.0,139
14424,"KDA Officers Society, Gulshan-e-Iqbal Town",6.0,6.0,400
18443,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",10.0,6.0,400
2739,"Bahria Sports City, Bahria Town Karachi",4.0,5.0,350
4615,"Askari 5, Malir Cantonment",3.0,3.0,286
15214,"Falcon Complex New Malir, Malir",4.0,4.0,350
392,"Emaar Reef Towers, Emaar Crescent Bay",3.0,3.0,300
18112,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",9.0,6.0,145
2434,"Askari 5, Malir Cantonment",3.0,3.0,286
15519,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",2.0,2.0,122
3889,"Falaknaz Presidency, Malir",3.0,3.0,178
17686,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal",2.0,2.0,83
18610,"PECHS Block 2, PECHS",2.0,2.0,120
10477,"Bahria Town - Precinct 1, Bahria Town Karachi",5.0,5.0,250
7136,"Gulistan-e-Jauhar - Block 19, Gulistan-e-Jauhar",3.0,3.0,144
14567,"Bahria Apartments, Bahria Town Karachi",3.0,3.0,250
16942,"Askari 5 - Sector G, Askari 5",5.0,5.0,500
15226,"Falcon Complex New Malir, Malir",4.0,4.0,350
1640,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",2.0,2.0,111
3493,other,3.0,3.0,199
18423,"Gulshan-e-Maymar, Gadap Town",4.0,5.0,120
390,"DHA Phase 8, DHA Defence",5.0,5.0,500
7483,"Nishat Commercial Area, DHA Phase 6",2.0,2.0,100
17603,"DHA Phase 6, DHA Defence",2.0,2.0,100
16748,"DHA Phase 6, DHA Defence",4.0,4.0,250
17083,"North Karachi, Karachi",2.0,2.0,122
7880,"DHA Phase 6, DHA Defence",4.0,7.0,422
5527,"North Nazimabad - Block J, North Nazimabad",3.0,3.0,200
18782,"Gulzar-e-Hijri, Scheme 33",5.0,5.0,200
14318,other,3.0,3.0,167
4916,other,2.0,2.0,84
18573,"PECHS Block 2, PECHS",4.0,5.0,300
1444,"DHA Phase 6, DHA Defence",6.0,6.0,500
7236,"Gulshan-e-Maymar - Sector Z, Gulshan-e-Maymar",3.0,3.0,144
4273,other,4.0,5.0,120
1717,"Bahria Town Karachi, Karachi",3.0,3.0,45
4649,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",7.0,6.0,240
19297,"North Karachi, Karachi",4.0,7.0,120
3586,"Bahria Town Karachi, Karachi",5.0,5.0,500
19026,"Gulistan-e-Jauhar, Karachi",3.0,3.0,156
2904,"DHA Phase 1, DHA Defence",4.0,4.0,233
18086,"Saima Elite Villas, Malir",4.0,3.0,160
13806,"Sadat-e-Amroha Coop Housing Society, Scheme 33",5.0,5.0,508
4763,"DHA Phase 4, DHA Defence",4.0,5.0,300
138,"Emaar Reef Towers, Emaar Crescent Bay",3.0,3.0,272
12417,"Askari 5, Malir Cantonment",4.0,4.0,333
11961,"Askari 5 - Sector J, Askari 5",3.0,4.0,300
1776,other,3.0,3.0,120
16453,"Shamsi Society, Shah Faisal Town",2.0,2.0,120
16022,"Nazimabad 3, Nazimabad",4.0,4.0,117
9209,"Bahria Town Karachi, Karachi",1.0,1.0,136
5813,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",3.0,3.0,240
18860,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",4.0,4.0,120
8582,"Falcon Complex New Malir, Malir",5.0,5.0,500
15805,"Emaar Pearl Towers, Emaar Crescent Bay",2.0,4.0,181
7870,"Bahria Town - Precinct 8, Bahria Town Karachi",5.0,6.0,272
388,"DHA Phase 8, DHA Defence",6.0,6.0,500
6539,other,3.0,3.0,120
12357,"North Nazimabad - Block J, North Nazimabad",5.0,5.0,200
17308,"North Nazimabad - Block H, North Nazimabad",2.0,2.0,117
2294,"Askari 5 - Sector J, Askari 5",3.0,4.0,289
17766,"Civil Lines, Karachi",3.0,3.0,178
18416,other,7.0,6.0,400
1985,"DHA Phase 1, DHA Defence",4.0,4.0,233
15360,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",2.0,2.0,83
949,"Askari 5 - Sector J, Askari 5",3.0,3.0,286
15080,"Askari 5 - Sector G, Askari 5",5.0,5.0,500
4799,"Falaknaz Presidency, Malir",2.0,2.0,128
9724,"Bahria Heights, Bahria Town Karachi",2.0,2.0,122
6130,other,3.0,4.0,189
12896,"Shahra-e-Faisal, Karachi",2.0,2.0,152
11801,"Chapal Courtyard, Karachi",2.0,2.0,117
459,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3.0,3.0,125
13720,"North Karachi - Sector 11A, North Karachi",3.0,3.0,178
